date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:40	10082/10082	---M--	200	added ('OK')	application/javascript	date:Sat,%2027%20Jul%202019%2014:35:55%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/main.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/main.js	(from https://www.sysincorporation.com/)
18:22:40	67610/67610	---M--	200	added ('OK')	application/javascript	date:Sat,%2029%20Sep%202018%2021:55:36%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/js/jquery.fancybox.min.js	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/js/jquery.fancybox.min.js	(from https://www.sysincorporation.com/)
18:22:41	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.eot	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:41	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400d41dd41d.eot	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:42	74700/74700	---M--	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2012:09:18%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.html	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.html	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:42	87688/87688	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.woff	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:42	129620/129620	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.ttf	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:42	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.eot	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:43	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400d41d.eot?	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400d41dd41d.eot	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:43	694587/694587	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-brands-400.svg	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:43	13592/13592	---M--	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2012:09:18%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.html	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.html	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:43	16804/16804	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.woff	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:44	34092/34092	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.ttf	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:45	144451/144451	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-regular-400.svg	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:45	186728/186728	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900.eot	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:45	186728/186728	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900d41d.eot?	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900d41dd41d.eot	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:46	74292/74292	---M--	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2012:09:18%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900.html	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900.html	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:46	96256/96256	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900.woff	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
18:22:47	186444/186444	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Mar%202019%2007:20:38%20GMT	https://www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/St/www.sysincorporation.com/innovtouch/themes/sys/fonts/fa-solid-900.ttf	(from https://www.sysincorporation.com/innovtouch/themes/sys/css/fontawesome.min.css)
